epoch,train_loss,train_huber,train_rank,train_full_pairwise_loss,train_pairwise_accuracy,train_pre_step_prediction_mean,train_pre_step_prediction_std,train_pre_step_prediction_min,train_pre_step_prediction_max,validation_loss,validation_huber,validation_rank,validation_pairwise_accuracy,validation_spearman,validation_post_step_prediction_mean,validation_post_step_prediction_std,validation_post_step_prediction_min,validation_post_step_prediction_max,scaler_scale_before,scaler_scale_after,optimizer_state_step_before,optimizer_state_step_after,optimizer_step_skipped,optimizer_step_effective,gradient_norm_before_clip,gradient_norm_after_clip,parameter_delta_norm,learning_rate
64,0.5191115736961365,0.3811895549297333,0.6896101236343384,0.689288854598999,0.8982195258140564,-0.06220010668039322,0.008844039402902126,-0.0683039054274559,-0.024590125307440758,0.5424091815948486,0.4045850336551666,0.6891205906867981,0.8997517228126526,0.9454859717892528,-0.06188712269067764,0.009121326729655266,-0.06822849810123444,-0.02630639635026455,1.0,1.0,63,64,0,1,inf,0.0,8.701690603629686e-06,0.001
65,0.5190460085868835,0.38119006156921387,0.6892797946929932,0.6892892718315125,0.8982847929000854,-0.06220080330967903,0.008842612616717815,-0.0683039054274559,-0.02454828843474388,0.5424113869667053,0.4045869708061218,0.6891220808029175,0.8997517228126526,0.9454283568422893,-0.06188896298408508,0.009117363952100277,-0.06822854280471802,-0.026287581771612167,1.0,1.0,64,65,0,1,inf,0.0,8.701690603629686e-06,0.001
66,0.5191143751144409,0.3811895251274109,0.6896242499351501,0.6892885565757751,0.898298978805542,-0.06219959631562233,0.008845034055411816,-0.0683039054274559,-0.024544797837734222,0.5424102544784546,0.4045860469341278,0.689120888710022,0.8996896147727966,0.9454571643157711,-0.06188568100333214,0.009120273403823376,-0.06822780519723892,-0.026319023221731186,1.0,1.0,65,66,0,1,inf,0.0,8.701690603629686e-06,0.001
67,0.519037663936615,0.38118913769721985,0.6892427206039429,0.6892881393432617,0.8982932567596436,-0.06219928711652756,0.00884565431624651,-0.06830418109893799,-0.024571208283305168,0.5424108505249023,0.4045865833759308,0.6891211867332458,0.8997517228126526,0.9455703365330206,-0.06188530474901199,0.009119224734604359,-0.06822854280471802,-0.026301397010684013,1.0,1.0,66,67,0,1,inf,0.0,8.701690603629686e-06,0.001
68,0.5190813541412354,0.3811890482902527,0.6894615888595581,0.6892879605293274,0.8983188271522522,-0.06219862401485443,0.008846168406307697,-0.06830376386642456,-0.024533161893486977,0.5424118041992188,0.40458738803863525,0.6891221404075623,0.9001241326332092,0.945815200057615,-0.06188739463686943,0.0091179758310318,-0.06822820007801056,-0.026316357776522636,1.0,1.0,67,68,0,1,inf,0.0,8.701690603629686e-06,0.001
69,0.5189880132675171,0.38118940591812134,0.6889928579330444,0.689288318157196,0.8982024788856506,-0.06219916790723801,0.008845841512084007,-0.0683039054274559,-0.024582527577877045,0.542412281036377,0.4045877754688263,0.6891226172447205,0.900062084197998,0.9456691050135292,-0.061888888478279114,0.00911611970514059,-0.06822896748781204,-0.026335207745432854,1.0,1.0,68,69,0,1,inf,0.0,8.701690603629686e-06,0.001
70,0.5190960764884949,0.38118860125541687,0.6895373463630676,0.6892876029014587,0.8982819318771362,-0.062198542058467865,0.008846592158079147,-0.0683039054274559,-0.024561233818531036,0.5424133539199829,0.4045886695384979,0.6891234517097473,0.8999999761581421,0.9456958548103337,-0.06188909336924553,0.009114072658121586,-0.06822781264781952,-0.02633637934923172,1.0,1.0,69,70,0,1,inf,0.0,8.701690603629686e-06,0.001
71,0.5190652012825012,0.3811890184879303,0.6893810033798218,0.6892880201339722,0.8982677459716797,-0.062199048697948456,0.008846407756209373,-0.06830376386642456,-0.02451690472662449,0.5424115061759949,0.4045870900154114,0.6891221404075623,0.8999999761581421,0.9457313218162933,-0.061888087540864944,0.009117734618484974,-0.0682266503572464,-0.026291044428944588,1.0,1.0,70,71,0,1,inf,0.0,8.701690603629686e-06,0.001
72,0.519027590751648,0.3811894953250885,0.6891905069351196,0.6892884969711304,0.898335874080658,-0.06219947338104248,0.008846048265695572,-0.06830376386642456,-0.02450094372034073,0.5424115657806396,0.4045872390270233,0.6891217827796936,0.9001241326332092,0.946023512054773,-0.061888087540864944,0.009120459668338299,-0.0682268738746643,-0.026299860328435898,1.0,1.0,71,72,0,1,inf,0.0,8.701690603629686e-06,0.001
73,0.5190373659133911,0.38119029998779297,0.6892351508140564,0.6892892122268677,0.8984039425849915,-0.06220092624425888,0.00884410459548235,-0.06830376386642456,-0.024461975321173668,0.5424126982688904,0.40458816289901733,0.68912273645401,0.9004966020584106,0.9463296192269308,-0.06188909709453583,0.009115608409047127,-0.06822650134563446,-0.02626444585621357,1.0,1.0,72,73,0,1,inf,0.0,8.701690603629686e-06,0.001
74,0.5190565586090088,0.3811885416507721,0.6893402338027954,0.6892879605293274,0.8984720706939697,-0.062199097126722336,0.008845857344567776,-0.06830418109893799,-0.024526279419660568,0.5424131155014038,0.4045884609222412,0.689123272895813,0.8999379277229309,0.9458012828593095,-0.06189039349555969,0.009114188142120838,-0.06822643429040909,-0.026324933394789696,1.0,1.0,73,74,0,1,inf,0.0,8.701690603629686e-06,0.001
75,0.5190345644950867,0.3811880648136139,0.6892325282096863,0.6892876029014587,0.8984408378601074,-0.062198933213949203,0.008846810087561607,-0.06830362975597382,-0.024462707340717316,0.5424119830131531,0.4045874774456024,0.6891224384307861,0.900062084197998,0.94591905708977,-0.06188929080963135,0.009115608409047127,-0.06822588294744492,-0.026304304599761963,1.0,1.0,74,75,0,1,inf,0.0,8.701690603629686e-06,0.001
76,0.5189980268478394,0.38118818402290344,0.6890493631362915,0.6892876625061035,0.898483395576477,-0.062199171632528305,0.008846036158502102,-0.06830376386642456,-0.02447475865483284,0.5424110293388367,0.40458670258522034,0.6891217231750488,0.9001241326332092,0.9459139685381236,-0.061888113617897034,0.009118488058447838,-0.06822638213634491,-0.02631906047463417,1.0,1.0,75,76,0,1,inf,0.0,8.701690603629686e-06,0.001
77,0.5190558433532715,0.3811880350112915,0.6893389225006104,0.6892874836921692,0.8984862565994263,-0.06219862774014473,0.008847031742334366,-0.06830362975597382,-0.024483300745487213,0.5424097180366516,0.4045855402946472,0.6891208291053772,0.900682806968689,0.9463872341738943,-0.0618872232735157,0.009121260605752468,-0.06822554022073746,-0.026283638551831245,1.0,1.0,76,77,0,1,inf,0.0,8.701681508682668e-06,0.001
78,0.5190092325210571,0.38118991255760193,0.6890965700149536,0.6892889142036438,0.898474931716919,-0.062199950218200684,0.0088427122682333,-0.06830362975597382,-0.02450462244451046,0.542410671710968,0.4045863747596741,0.689121425151825,0.9002482891082764,0.9461012171157546,-0.061887625604867935,0.009119044058024883,-0.06822521984577179,-0.02631363458931446,1.0,1.0,77,78,0,1,inf,0.0,8.701681508682668e-06,0.001
79,0.5190305709838867,0.3811889886856079,0.6892077326774597,0.6892879605293274,0.898483395576477,-0.062198393046855927,0.008845163509249687,-0.06830376386642456,-0.024490630254149437,0.5424107313156128,0.40458646416664124,0.689121425151825,0.9001241326332092,0.9457940809872344,-0.06188756227493286,0.009119600057601929,-0.06822521984577179,-0.02634800598025322,1.0,1.0,78,79,0,1,inf,0.0,8.701681508682668e-06,0.001
80,0.5190260410308838,0.38118982315063477,0.6891810894012451,0.6892890334129333,0.8984777331352234,-0.06220084801316261,0.008842752315104008,-0.06830376386642456,-0.024491485208272934,0.5424095392227173,0.40458545088768005,0.689120352268219,0.8998137712478638,0.9456238361266294,-0.061886269599199295,0.009122073650360107,-0.06822521984577179,-0.02629096433520317,1.0,1.0,79,80,0,1,inf,0.0,8.701681508682668e-06,0.001
