scope,method,requested_k,rank,region_id,z0_score,current_gain,future_gain
validation,hard_disjoint,18,11,522,0.192346111,89.164500000,86.924500000
validation,hard_disjoint,18,12,365,0.160472885,82.758500000,79.744500000
validation,hard_disjoint,18,13,339,0.155956820,30.334500000,32.299500000
validation,hard_disjoint,18,14,904,0.155254379,58.388000000,53.677000000
validation,hard_disjoint,18,15,948,0.154421926,57.624000000,57.049000000
validation,hard_disjoint,18,16,564,0.125535533,60.027000000,59.294500000
validation,hard_disjoint,18,17,325,0.107164852,54.370000000,49.202500000
validation,hard_disjoint,18,18,747,0.098202646,27.341500000,27.978000000
holdout,direct_topk,5,1,779,1.311909199,174.913500000,180.008000000
holdout,direct_topk,5,2,979,1.212182522,148.343500000,156.322500000
holdout,direct_topk,5,3,529,1.164732933,150.290000000,154.440500000
holdout,direct_topk,5,4,26,1.018346906,182.844500000,182.235000000
holdout,direct_topk,5,5,920,0.981409669,175.138000000,175.757000000
holdout,direct_topk,10,1,779,1.311909199,174.913500000,180.008000000
holdout,direct_topk,10,2,979,1.212182522,148.343500000,156.322500000
holdout,direct_topk,10,3,529,1.164732933,150.290000000,154.440500000
holdout,direct_topk,10,4,26,1.018346906,182.844500000,182.235000000
holdout,direct_topk,10,5,920,0.981409669,175.138000000,175.757000000
holdout,direct_topk,10,6,583,0.912427127,167.923500000,172.436500000
holdout,direct_topk,10,7,635,0.910375714,183.414000000,187.619500000
holdout,direct_topk,10,8,356,0.731674969,140.895000000,143.145500000
holdout,direct_topk,10,9,77,0.699832082,125.512500000,127.102000000
holdout,direct_topk,10,10,745,0.616063058,124.307000000,125.471500000
holdout,direct_topk,18,1,779,1.311909199,174.913500000,180.008000000
holdout,direct_topk,18,2,979,1.212182522,148.343500000,156.322500000
holdout,direct_topk,18,3,529,1.164732933,150.290000000,154.440500000
holdout,direct_topk,18,4,26,1.018346906,182.844500000,182.235000000
holdout,direct_topk,18,5,920,0.981409669,175.138000000,175.757000000
holdout,direct_topk,18,6,583,0.912427127,167.923500000,172.436500000
holdout,direct_topk,18,7,635,0.910375714,183.414000000,187.619500000
holdout,direct_topk,18,8,356,0.731674969,140.895000000,143.145500000
holdout,direct_topk,18,9,77,0.699832082,125.512500000,127.102000000
holdout,direct_topk,18,10,745,0.616063058,124.307000000,125.471500000
holdout,direct_topk,18,11,928,0.589091718,130.950000000,132.539500000
holdout,direct_topk,18,12,143,0.588814497,126.177000000,127.615000000
holdout,direct_topk,18,13,1159,0.492549479,147.222000000,136.928000000
holdout,direct_topk,18,14,201,0.490178049,126.938000000,129.195000000
holdout,direct_topk,18,15,601,0.447278857,101.992500000,99.904000000
holdout,direct_topk,18,16,355,0.446745694,103.552500000,101.426000000
holdout,direct_topk,18,17,646,0.406046122,125.814000000,130.247500000
holdout,direct_topk,18,18,82,0.313221186,119.417000000,119.880000000
holdout,jaccard_penalty,5,1,779,1.311909199,174.913500000,180.008000000
holdout,jaccard_penalty,5,2,583,0.912427127,167.923500000,172.436500000
holdout,jaccard_penalty,5,3,745,0.616063058,124.307000000,125.471500000
holdout,jaccard_penalty,5,4,529,1.164732933,150.290000000,154.440500000
holdout,jaccard_penalty,5,5,1159,0.492549479,147.222000000,136.928000000
holdout,jaccard_penalty,10,1,779,1.311909199,174.913500000,180.008000000
holdout,jaccard_penalty,10,2,583,0.912427127,167.923500000,172.436500000
holdout,jaccard_penalty,10,3,745,0.616063058,124.307000000,125.471500000
holdout,jaccard_penalty,10,4,529,1.164732933,150.290000000,154.440500000
holdout,jaccard_penalty,10,5,1159,0.492549479,147.222000000,136.928000000
holdout,jaccard_penalty,10,6,201,0.490178049,126.938000000,129.195000000
holdout,jaccard_penalty,10,7,355,0.446745694,103.552500000,101.426000000
holdout,jaccard_penalty,10,8,896,0.307764322,73.577500000,69.423000000
holdout,jaccard_penalty,10,9,656,0.307409614,100.520000000,94.106000000
holdout,jaccard_penalty,10,10,26,1.018346906,182.844500000,182.235000000
holdout,jaccard_penalty,18,1,779,1.311909199,174.913500000,180.008000000
holdout,jaccard_penalty,18,2,583,0.912427127,167.923500000,172.436500000
holdout,jaccard_penalty,18,3,745,0.616063058,124.307000000,125.471500000
holdout,jaccard_penalty,18,4,529,1.164732933,150.290000000,154.440500000
holdout,jaccard_penalty,18,5,1159,0.492549479,147.222000000,136.928000000
holdout,jaccard_penalty,18,6,201,0.490178049,126.938000000,129.195000000
holdout,jaccard_penalty,18,7,355,0.446745694,103.552500000,101.426000000
holdout,jaccard_penalty,18,8,896,0.307764322,73.577500000,69.423000000
holdout,jaccard_penalty,18,9,656,0.307409614,100.520000000,94.106000000
holdout,jaccard_penalty,18,10,26,1.018346906,182.844500000,182.235000000
holdout,jaccard_penalty,18,11,1131,0.254711032,66.257000000,60.277500000
holdout,jaccard_penalty,18,12,131,0.250695616,20.792000000,17.773000000
holdout,jaccard_penalty,18,13,703,0.282211840,88.380000000,85.205500000
holdout,jaccard_penalty,18,14,77,0.699832082,125.512500000,127.102000000
holdout,jaccard_penalty,18,15,784,0.240943968,48.221000000,44.766000000
holdout,jaccard_penalty,18,16,327,0.239190578,72.446500000,65.658500000
holdout,jaccard_penalty,18,17,1073,0.234406173,116.700000000,111.527000000
holdout,jaccard_penalty,18,18,125,0.226415470,73.871000000,73.385000000
holdout,marginal_coverage,5,1,779,1.311909199,174.913500000,180.008000000
holdout,marginal_coverage,5,2,583,0.912427127,167.923500000,172.436500000
holdout,marginal_coverage,5,3,745,0.616063058,124.307000000,125.471500000
holdout,marginal_coverage,5,4,1159,0.492549479,147.222000000,136.928000000
holdout,marginal_coverage,5,5,355,0.446745694,103.552500000,101.426000000
holdout,marginal_coverage,10,1,779,1.311909199,174.913500000,180.008000000
holdout,marginal_coverage,10,2,583,0.912427127,167.923500000,172.436500000
holdout,marginal_coverage,10,3,745,0.616063058,124.307000000,125.471500000
holdout,marginal_coverage,10,4,1159,0.492549479,147.222000000,136.928000000
holdout,marginal_coverage,10,5,355,0.446745694,103.552500000,101.426000000
holdout,marginal_coverage,10,6,201,0.490178049,126.938000000,129.195000000
holdout,marginal_coverage,10,7,529,1.164732933,150.290000000,154.440500000
holdout,marginal_coverage,10,8,896,0.307764322,73.577500000,69.423000000
holdout,marginal_coverage,10,9,656,0.307409614,100.520000000,94.106000000
holdout,marginal_coverage,10,10,1131,0.254711032,66.257000000,60.277500000
holdout,marginal_coverage,18,1,779,1.311909199,174.913500000,180.008000000
holdout,marginal_coverage,18,2,583,0.912427127,167.923500000,172.436500000
holdout,marginal_coverage,18,3,745,0.616063058,124.307000000,125.471500000
holdout,marginal_coverage,18,4,1159,0.492549479,147.222000000,136.928000000
holdout,marginal_coverage,18,5,355,0.446745694,103.552500000,101.426000000
holdout,marginal_coverage,18,6,201,0.490178049,126.938000000,129.195000000
holdout,marginal_coverage,18,7,529,1.164732933,150.290000000,154.440500000
holdout,marginal_coverage,18,8,896,0.307764322,73.577500000,69.423000000
holdout,marginal_coverage,18,9,656,0.307409614,100.520000000,94.106000000
holdout,marginal_coverage,18,10,1131,0.254711032,66.257000000,60.277500000
holdout,marginal_coverage,18,11,131,0.250695616,20.792000000,17.773000000
holdout,marginal_coverage,18,12,784,0.240943968,48.221000000,44.766000000
holdout,marginal_coverage,18,13,327,0.239190578,72.446500000,65.658500000
holdout,marginal_coverage,18,14,1073,0.234406173,116.700000000,111.527000000
holdout,marginal_coverage,18,15,125,0.226415470,73.871000000,73.385000000
holdout,marginal_coverage,18,16,850,0.193648025,67.847000000,66.268500000
holdout,marginal_coverage,18,17,594,0.274591863,79.503500000,75.597500000
holdout,marginal_coverage,18,18,744,0.166141018,63.600000000,65.372000000
holdout,hard_disjoint,5,1,779,1.311909199,174.913500000,180.008000000
holdout,hard_disjoint,5,2,583,0.912427127,167.923500000,172.436500000
holdout,hard_disjoint,5,3,745,0.616063058,124.307000000,125.471500000
holdout,hard_disjoint,5,4,1159,0.492549479,147.222000000,136.928000000
holdout,hard_disjoint,5,5,355,0.446745694,103.552500000,101.426000000
holdout,hard_disjoint,10,1,779,1.311909199,174.913500000,180.008000000
holdout,hard_disjoint,10,2,583,0.912427127,167.923500000,172.436500000
holdout,hard_disjoint,10,3,745,0.616063058,124.307000000,125.471500000
holdout,hard_disjoint,10,4,1159,0.492549479,147.222000000,136.928000000
holdout,hard_disjoint,10,5,355,0.446745694,103.552500000,101.426000000
holdout,hard_disjoint,10,6,646,0.406046122,125.814000000,130.247500000
holdout,hard_disjoint,10,7,703,0.282211840,88.380000000,85.205500000
holdout,hard_disjoint,10,8,131,0.250695616,20.792000000,17.773000000
holdout,hard_disjoint,10,9,784,0.240943968,48.221000000,44.766000000
holdout,hard_disjoint,10,10,1073,0.234406173,116.700000000,111.527000000
holdout,hard_disjoint,18,1,779,1.311909199,174.913500000,180.008000000
holdout,hard_disjoint,18,2,583,0.912427127,167.923500000,172.436500000
holdout,hard_disjoint,18,3,745,0.616063058,124.307000000,125.471500000
holdout,hard_disjoint,18,4,1159,0.492549479,147.222000000,136.928000000
holdout,hard_disjoint,18,5,355,0.446745694,103.552500000,101.426000000
holdout,hard_disjoint,18,6,646,0.406046122,125.814000000,130.247500000
holdout,hard_disjoint,18,7,703,0.282211840,88.380000000,85.205500000
holdout,hard_disjoint,18,8,131,0.250695616,20.792000000,17.773000000
holdout,hard_disjoint,18,9,784,0.240943968,48.221000000,44.766000000
holdout,hard_disjoint,18,10,1073,0.234406173,116.700000000,111.527000000
holdout,hard_disjoint,18,11,125,0.226415470,73.871000000,73.385000000
holdout,hard_disjoint,18,12,850,0.193648025,67.847000000,66.268500000
holdout,hard_disjoint,18,13,744,0.166141018,63.600000000,65.372000000
holdout,hard_disjoint,18,14,814,0.122023955,88.929500000,84.047500000
holdout,hard_disjoint,18,15,1035,0.114682056,54.527500000,51.274000000
holdout,hard_disjoint,18,16,191,0.105608165,51.832000000,53.262000000
holdout,hard_disjoint,18,17,735,0.104722448,38.246000000,38.499000000
holdout,hard_disjoint,18,18,352,0.091431588,40.600000000,37.361000000
