epoch,train_loss,train_huber,train_rank,train_full_pairwise_loss,train_pairwise_accuracy,train_pre_step_prediction_mean,train_pre_step_prediction_std,train_pre_step_prediction_min,train_pre_step_prediction_max,validation_loss,validation_huber,validation_rank,validation_pairwise_accuracy,validation_spearman,validation_post_step_prediction_mean,validation_post_step_prediction_std,validation_post_step_prediction_min,validation_post_step_prediction_max,scaler_scale_before,scaler_scale_after,optimizer_state_step_before,optimizer_state_step_after,optimizer_step_skipped,optimizer_step_effective,gradient_norm_before_clip,gradient_norm_after_clip,parameter_delta_norm,learning_rate,next_learning_rate,trainable_scope,trainable_parameter_count
31,0.3115430176258087,0.0,0.3115430176258087,0.3115430176258087,0.889413595199585,2.8744876384735107,5.3387451171875,-0.3456574082374573,31.22944450378418,0.29678061604499817,2.6305348873138428,0.29678061604499817,0.9013656377792358,0.9429056452359641,3.1502323150634766,6.035277843475342,-0.35349544882774353,31.643049240112305,1.0,1.0,30,31,0,1,0.14494168758392334,0.14494168758392334,0.20661252737045288,0.0005,0.0005,all,418183
32,0.3098723292350769,0.0,0.3098723292350769,0.3098723292350769,0.8898420929908752,2.934480905532837,5.468461036682129,-0.37443721294403076,31.949447631835938,0.2948721945285797,2.6233479976654053,0.2948721945285797,0.9021725654602051,0.9432266427976173,3.1279609203338623,6.184249401092529,-0.4857718348503113,32.32054901123047,1.0,1.0,31,32,0,1,0.25114011764526367,0.25114011764526367,0.20995226502418518,0.0005,0.0005,all,418183
33,0.3080514073371887,0.0,0.3080514073371887,0.3080514073371887,0.8897058963775635,2.9087228775024414,5.605086803436279,-0.5217797160148621,32.613338470458984,0.2931641936302185,2.7293925285339355,0.2931641936302185,0.9025449752807617,0.9438213113573464,3.2403018474578857,6.320462703704834,-0.4841058552265167,33.07499694824219,1.0,1.0,32,33,0,1,0.4082130491733551,0.4082130491733551,0.20811821520328522,0.0005,0.0005,all,418183
34,0.3064683973789215,0.0,0.3064683973789215,0.3064683973789215,0.8898477554321289,3.0147194862365723,5.7303853034973145,-0.5194423198699951,33.356475830078125,0.2916264832019806,2.9055862426757812,0.2916264832019806,0.9029174447059631,0.9442534234595718,3.431118965148926,6.449673175811768,-0.3708074688911438,33.866294860839844,1.0,1.0,33,34,0,1,0.3304566442966461,0.3304566442966461,0.2181009203195572,0.0005,0.0005,all,418183
35,0.3053899109363556,0.0,0.3053899109363556,0.3053899109363556,0.8905317187309265,3.1979737281799316,5.848891735076904,-0.3907010853290558,34.135902404785156,0.2901060879230499,3.0139880180358887,0.2901060879230499,0.902793288230896,0.9439385989279504,3.54276442527771,6.583625316619873,-0.35676950216293335,34.606632232666016,1.0,1.0,34,35,0,1,0.3522286117076874,0.3522286117076874,0.2203190177679062,0.0005,0.0005,all,418183
36,0.3040921688079834,0.0,0.3040921688079834,0.3040921688079834,0.8906196355819702,3.3039886951446533,5.972172737121582,-0.37771371006965637,34.860633850097656,0.2886350750923157,3.0676028728485107,0.2886350750923157,0.9027312397956848,0.9430291058365999,3.593766689300537,6.719454288482666,-0.4760783314704895,35.31246566772461,1.0,1.0,35,36,0,1,0.3767082393169403,0.3767082393169403,0.22574616968631744,0.0005,0.0005,all,418183
37,0.3020032048225403,0.0,0.3020032048225403,0.3020032048225403,0.8893993496894836,3.346498727798462,6.0998430252075195,-0.48727256059646606,35.55558776855469,0.28682827949523926,3.1924614906311035,0.28682827949523926,0.902793288230896,0.9431607971439447,3.722944498062134,6.850394248962402,-0.43865880370140076,36.05568313598633,1.0,1.0,36,37,0,1,0.24723955988883972,0.24723955988883972,0.2365875244140625,0.0005,0.0005,all,418183
38,0.30084821581840515,0.0,0.30084821581840515,0.30084821581840515,0.8891099095344543,3.4713516235351562,6.220822334289551,-0.4628925025463104,36.28968048095703,0.28609195351600647,3.353868246078491,0.28609195351600647,0.9013035297393799,0.9404734714034384,3.888676404953003,6.975667953491211,-0.41246622800827026,36.80300521850586,1.0,1.0,37,38,0,1,0.3186032176017761,0.3186032176017761,0.24288955330848694,0.0005,0.0005,all,418183
39,0.29951202869415283,0.0,0.29951202869415283,0.29951202869415283,0.888096809387207,3.627776861190796,6.338303565979004,-0.42298606038093567,37.021297454833984,0.2847274839878082,3.633432149887085,0.2847274839878082,0.9028553366661072,0.9438809839809871,4.173839569091797,7.082441806793213,-0.0974704921245575,37.58625411987305,1.0,1.0,38,39,0,1,0.4466819167137146,0.4466819167137146,0.251239150762558,0.0005,0.0005,all,418183
40,0.3000754415988922,0.0,0.3000754415988922,0.3000754415988922,0.8902677893638611,3.9130098819732666,6.43247652053833,-0.11896061897277832,37.77330780029297,0.2833249568939209,3.699803352355957,0.2833249568939209,0.9009311199188232,0.9404652406967293,4.23969841003418,7.210987567901611,-0.18856212496757507,38.23203659057617,1.0,1.0,39,40,0,1,0.6927204132080078,0.6927204132080078,0.24631784856319427,0.0005,0.0005,all,418183
